Login,Dvojnasobek,Suda cisla,Delitele,Faktorial,Ciferny soucet,Fibonacciho posloupnost,Nejvetsi spolecny delitel,Binarni zapis,Sachovnice,Vypis prvocisel,Pascaluv trojuhelnik,Mocniny dvojky,Tajna posloupnost,Soucet,Ctverec,Trojuhelnik,Pocet delitelu,Diamant,Cik-cak,Palindrom,Presmycky,Binarni cislo,Podmnoziny,Caesarova sifra,Velke X,Transpozicni sifra,Prvni pismena,Vsechny presmicky,Frekvencni analyza,Nejdelsi slovo
 U18269, 85, 91, 80, 151, 107, 126, 294, 272, 292, 210, 1080, 67, 253, 128, 293, 93, 137,, 152, 195,,,,, 222,, 431,, 427, 526
 U18270, 22, 47, 132, 238, 907, 153, 122, 1093, 779, 61, 2513, 29, 824, 46, 191, 225, 106,, 379, 88,,,,, 1972,, 425,, 255, 1010
 U18271, 340, 96, 143, 17, 2477, 442, 1605,, 1032,, 308, 98, 698, 190, 3482, 530, 1585, 229, 1540, 333,,,, 1392, 637,,,,, 46
 U18272, 63, 169, 98, 115, 397, 880, 262, 315, 367, 757, 236, 165, 321, 568, 625, 88, 485, 2079, 475, 41, 628, 1003, 7222, 898, 413, 1041, 1867, 790, 16, 2792
 U18273, 589, 138, 107, 2593, 751, 907, 282, 987, 652, 1077,, 285,, 135, 857, 661, 66,, 1367, 339,, 1437,, 966, 476, 570, 190,,,
 U18274, 50, 339, 94, 61, 29, 37, 239,,, 831,, 209,, 69, 141, 192, 384, 358,, 25, 118,,,,,,,, 279, 947
 U18275, 44, 193, 37, 134, 650, 545, 1073, 680, 432, 1435,, 54,, 39,, 580, 87,, 441, 41, 2022,,, 1364,, 1000, 497,,,
 U18276, 61, 58, 48, 91, 46, 167, 99, 245, 139, 527, 344, 85, 238, 29, 80, 232, 44, 786, 354, 36, 1044, 242,, 194, 193, 321, 171,, 341, 554
 U18277, 92, 59, 40, 167, 935, 142, 115, 2059, 96, 749,, 32, 353, 83, 1011, 64, 87,, 560, 453,, 695,,, 196,, 52,,,
 U18278, 59, 155, 460, 184, 132, 4941, 1682,, 1773,, 164, 71, 466, 1159, 260, 1378, 136,, 2533, 232,,,,, 22,,,,, 33
 U18279, 124, 117, 63, 67, 420, 623, 86,, 1726, 869,, 26,, 116, 365, 128, 178, 962, 3910, 283, 471,,, 530, 444,, 771,, 693,
 U18280, 229, 135, 1340, 199, 101, 29, 86,, 374,, 439, 148,, 104, 443, 3, 178, 1309,, 52,,,,, 26,, 307,, 681, 636
 U18282, 89, 54, 77, 36, 74, 693, 490, 6515, 552, 814, 1561, 26, 1619, 35, 762, 131, 407, 1279, 594, 105, 1638, 2575,, 362, 577, 705, 151,, 165, 753
 U18283, 159, 148, 116, 245, 661, 89, 591, 510, 1969,, 4569, 42, 516, 140, 384, 47, 188,, 1264, 144,,,,, 597,, 1463,, 317, 799
 U18284, 175, 151, 81, 103, 1762, 1025, 1683, 1661, 1473, 1192,, 60,, 297, 2363, 1141, 360, 67,, 384,,,, 1868, 1004, 1529,,, 549,
 U18286, 70, 38, 43, 54, 222, 80, 212, 470, 32, 199, 601, 34,, 45, 378, 64, 42,, 203, 49, 977, 1076,, 306, 101, 141, 116,, 100, 386
 U18287, 78, 64, 112, 384, 288, 211, 181, 2224, 93, 1238, 528, 41,, 253, 41, 1411, 120, 200, 77,,,,, 1212, 1232,,,, 1375,
 U18288, 34, 25, 18, 40, 203, 339, 110, 107, 213,, 291, 24,, 57, 163, 41, 58,,, 42,,,, 95,,, 156,, 230,
 U18289, 123, 48, 135, 53,, 7335,,, 201,,, 35,, 89, 2740, 156, 65,,, 100,,,, 475, 489,,,,,
 U18291, 274, 73, 169, 115, 1496, 277, 139,, 536, 155, 208, 119, 183, 94, 104, 1023, 346, 1034, 93,, 2171,,,,,, 172,, 114,
 U18292, 39, 72, 400, 91, 880, 337, 1071,, 5275, 2555, 388, 334,, 74, 121, 179, 73, 280, 925, 768,,,,, 2771,, 817,, 785,
 U18293, 56, 39, 84, 175, 56, 202, 4,, 6, 72, 5, 26, 13, 13, 686, 6, 18, 117, 4, 27,,,, 185, 12,, 9,,,
 U18294, 205, 36, 53, 93, 205, 176, 151,,,, 106, 152,, 76,,, 77,,, 128,,,,,,,,, 488,
 U18295, 217, 147, 242, 794, 672, 4539, 1256, 1026, 321, 2406,, 720, 2897, 186, 313, 1293, 534,, 678, 130, 875,,,,,, 2090,,, 1441
 U18296, 103, 56, 26, 52, 1324, 4, 5, 267, 5, 28, 16, 7, 71, 50, 7, 5, 4, 347, 5, 90, 92, 1060, 63, 6, 6, 8, 146, 170, 131, 478
 U18297, 66, 28, 68, 94, 311, 345, 320, 246,,, 403, 86,, 76, 117, 469, 87,, 672, 112, 575,,, 694, 1969,, 455,, 1087,
 U18298, 147, 58, 51, 66, 101, 427, 187,, 277,, 96, 32,, 61, 287, 63, 74, 2318, 172, 1215,,,,, 303,, 868,, 522, 1822
 U18299, 41, 26, 58, 157, 142, 193, 96, 246, 312, 419, 189, 131,, 52, 291, 140, 47,,, 363, 403, 558,,,,, 434,, 657,
 U18300, 23, 274, 27, 82, 236, 14, 10, 56, 320, 483, 142, 33, 52, 114, 290, 132, 137,, 692, 365,,,,, 469,, 301,,,
 U18301, 123, 273, 231, 206, 847, 953, 147, 609, 2228, 749,, 465,, 118, 706, 572, 121,,, 1006, 1229,,,, 617, 2608, 280,, 1299,
 U18302, 123, 79, 45, 54, 144, 242, 683, 256, 303, 486, 448, 80, 387, 47, 433, 124, 84, 1578, 323, 221, 834, 624, 3498, 874, 118,, 885, 1111, 1147,
 U18303, 67, 71, 34, 15, 121, 925, 33,, 892, 210,, 51, 629, 88, 595, 68, 45, 798, 275, 300, 231, 246,, 525, 772, 816, 25,, 112, 709
 U18305, 109, 135, 100, 71, 219, 459, 283,, 43,, 452, 310,, 73, 375, 131, 69, 364, 860, 62,,,,, 383,, 365,, 62, 199
 U18306, 168, 54, 53, 471, 305, 476, 454, 684, 2414,,, 407, 1841, 253, 681, 97, 223,, 631, 1384,, 1300,,, 372,, 486,,, 1316
 U18307, 28, 246, 59, 124, 311, 321, 351, 212, 118, 675, 420, 165, 3182, 79, 330, 123, 146,, 328, 128,, 213,, 260, 193, 2424, 4650,, 676, 815
 U18308, 740, 73, 436, 722, 1343, 281, 559, 1114, 3604,,, 54, 1133, 265,, 161, 314, 1361,, 891,,,,,,,,,,
 U18310, 191, 85, 841, 271, 210, 1192, 1274,, 518,, 1009, 244,, 94, 7932, 4394, 95, 6210, 972, 7442,, 3171,, 2571, 1233, 2083,,, 1322,
 U18311, 172, 152, 89, 121, 182, 230, 106,, 841,, 1068, 175, 968, 98, 594, 73, 219,, 208, 460,,,,, 1165,, 1715,, 431, 732
 U18313, 180, 66, 87, 94, 525, 1059, 272, 763, 1240,,, 82, 710, 81, 134, 67, 97, 430, 258, 711, 869, 1489,,, 4398,, 174,,,
 U18314, 21, 49, 61, 34,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18315, 23, 28, 75, 44,,,,,,,, 16,, 41, 697,, 109,,,,,,,,,,,,,
 U18316, 107, 108, 161, 63, 1070, 2450, 1749, 352, 946,,, 221,, 628, 539, 176, 202,,,,,,, 1334,,, 1150,,,
 U18317, 77, 62, 141,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18318, 58, 72, 139, 20, 27, 5, 6, 1567, 8, 824, 2604, 210, 610, 14, 17, 10, 17,, 6, 42,,,,, 317,, 13,, 7, 933
 U18319, 1304, 59, 89, 95, 296, 771, 157, 228, 145, 394, 140, 74, 578, 60, 469, 115, 72, 559, 132, 45, 1959, 668, 3532, 950, 213, 322, 338, 1164, 275, 377
 U18321, 106, 37, 132, 43, 371, 89, 163, 572, 119, 1337, 601, 598, 476, 49, 268, 218, 82, 378, 290, 1610,, 570,, 493, 129, 530, 260,, 799, 1133
 U18322, 45, 45, 84, 129, 101, 539, 189, 381, 295, 292, 1580, 196, 474, 162, 1309, 53, 232, 687, 696, 153,, 480,, 618, 610, 1920, 335,, 258, 396
 U18325, 66, 603, 139, 309, 1900, 2328,,, 701,, 349, 276,, 147, 1178, 845, 134,,, 3176,,,,, 442,,,,,
 U18326, 87, 84, 207, 53, 156, 739, 256, 745, 596,, 385, 190,, 93, 139, 260, 135,, 1561, 607,,,,, 1626,, 105,, 351, 189
 U18348, 81,,,,,,,, 1888,,,,,,,,,,,,,,,,,,,,,
 U18349, 21, 75, 39, 305,, 1475, 547,,,,, 82,, 79,, 67, 66,,, 1320,,,,,,,,,,
 U18352, 39, 47, 119, 385, 593, 341,, 1254, 578,, 639, 151,, 61,, 245, 526, 1127, 714, 237,, 1344,,, 492,, 597,,,
 U18353, 1252, 640,, 95, 1066,, 207, 446,, 361, 223, 675,, 332, 73, 482, 229, 987, 299, 230,, 373,,, 604,,,,, 357
 U18354, 3941, 118, 68, 434, 974, 541, 1253,, 977, 9148,, 338,, 87, 1297, 2135, 735,, 1950, 178,,,, 937, 368,, 956,, 1185, 1982
 U18355, 317, 146, 5807, 500, 1016, 720, 1498,, 2137,,, 51,, 89, 72, 2427, 83, 845,, 9951,,,,,,,,, 136,
 U18356, 90, 160, 114, 240, 1147, 621, 317, 1360, 1189, 439, 219, 199,, 124, 372, 680, 146,, 578, 2390,,,, 594, 5505, 363,,, 607, 611
 U18357, 68, 25, 39, 41, 262, 110, 90,, 483,,, 23,, 36, 322, 33, 63,, 571, 104,,,,, 142,,,,,
 U18358, 22,,,,,,,,, 71,,,,,,,,,,,,,,,,, 1960,, 431,
 U18359, 33, 76, 60, 445, 143, 296, 1175, 679, 493, 144,, 56, 1185, 188,, 509, 62,, 1167, 350,,,,, 172,,,,,
 U18360, 40, 73, 56, 41, 292, 209, 111,, 2055,, 339, 60, 531, 60, 253, 103, 119, 442, 218, 1038,,,, 102, 173,, 149,,,
 U18361, 107, 41, 66, 229, 349, 231, 107,, 318,, 1477, 194, 1009, 71, 235, 190, 60,, 254, 472,,,,, 361,, 415,, 559, 669
 U18372, 105, 74, 120, 322, 568, 154, 614, 73, 45,, 583, 165, 363, 203, 14, 39, 50,, 257, 118,, 365,,,,, 581,,, 488
 U18373, 59, 220, 165, 101, 202, 465, 1057, 53, 571, 760, 1342, 115,, 127, 203, 448, 123,, 605, 345,,,,, 1027,, 485,, 330,
 U18374, 56, 96, 56, 77, 306, 348, 155,, 256,, 585, 50,, 207, 1906, 123, 92,, 413, 313,,,,, 467,, 1558,, 889, 1315
 U18375, 57, 26, 18, 9, 630, 26, 79,, 189,, 45, 4, 181, 9, 51, 6, 55,, 1139, 32,,,,, 76,,,, 33, 114
 U18376, 87, 436, 265, 670,, 479, 754,,,,, 99,, 298,, 500, 337,,,,,,,,,,,,,
 U18377, 82, 102, 57, 54, 489, 173, 525,, 729, 3113, 2090, 327,, 794, 226, 1856, 599,,, 535,, 560,, 3480, 1029,,,, 724, 187
 U18378, 73, 60, 175, 516, 267, 219, 266,, 186,, 623, 62, 271, 243, 363, 134, 145,, 148, 71,,,,, 159,, 1411,, 339, 880
 U18379, 142, 167, 64, 83, 166, 296, 180, 443, 462,, 1646, 158,, 118, 1172, 771, 125, 1852, 282, 132,, 1567,,, 619,,,, 919,
 U18380, 34, 125, 164, 91, 454, 689, 271,, 54, 74, 165, 108,, 124, 667, 1016, 101, 305, 106, 748,,,, 4, 145,, 384,, 312,
 U18381, 60, 118, 91, 64, 199, 124, 1303,, 1007, 1132,, 155,, 67, 950, 138, 2666,, 130, 285,,,, 1356, 187,, 376,, 333, 1523
 U18382, 13,,,,, 572, 239,,,, 855, 513,,, 3962, 522, 255,, 7,,,,, 1200,,,,,,
 U18384, 57, 67, 210, 259, 161, 552, 1866, 605, 569, 403, 1400, 116, 1226, 86, 482, 108, 118,, 364, 336,, 1791,, 839, 1041, 361, 1150,, 1885, 822
 U18385, 68, 76, 193, 158, 1118,, 299,, 264, 253,, 695, 877, 40, 1373, 225, 57,, 491, 164,,,,,,, 7837,, 163, 248
 U18386, 106, 70, 70, 60, 657, 909, 355, 385, 325, 1021, 310, 115,, 61, 1182, 236, 460,,, 660,, 332,, 560, 590,,,, 4742,
 U18387, 150, 613, 65, 417, 57, 37, 40, 51, 26, 85,, 71,, 938, 32, 35, 41,, 32, 47,,,,, 19,, 63,, 43, 71
 U18389, 129, 218, 264, 64,,,,,,,, 55,, 522,,, 511,,,,,,,,,,,,,
 U18390, 129, 84, 36, 50, 8, 199, 170, 134, 294, 148, 58, 24, 119, 212, 243, 48, 46, 155, 344, 218, 154, 72,, 92, 181, 299, 108,, 613, 152
 U18391, 333, 1293, 157, 423, 571, 141, 2811,,,,, 251,, 255,, 359, 780,,, 377,,,,,,,,,, 15
 U18393, 47, 39, 188, 428, 660, 1254, 116, 188, 621, 497, 982, 81, 874, 99, 141, 255, 578,, 932, 382, 1005,,, 1333, 4288, 604, 535,, 1513, 1000
 U18394, 96, 156, 72,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18395, 27, 119, 61, 106, 65, 296, 41, 608, 119, 233,, 381, 122, 86, 219, 214, 84,, 81, 462, 5,,,,, 73, 11,,, 385
 U18396, 25, 320, 57, 46, 293, 799, 85, 5360, 662,, 383, 102,, 172, 296, 37, 66, 865, 1016, 811,,,, 357, 247,, 337,, 156, 357
 U18398, 23, 19, 12, 24, 44, 31, 26, 275, 192, 238, 85, 23, 176, 22, 192, 21, 27, 128, 282, 21, 11, 335, 265, 233, 50, 5, 181, 227, 212, 91
 U18399, 87, 352, 147, 118, 541, 736, 20, 598, 997,,, 61,, 2142, 697, 1028, 1778, 2163, 939, 399, 594,,,, 1162,,,, 192, 713
 U18400, 96, 56, 103, 64, 960, 604, 997, 603, 601,,, 437,, 87, 1120, 772, 775, 1164, 230, 909,,,, 1132, 1419,, 452,, 1303,
 U18401, 28, 788, 88, 138, 418, 68, 99, 351, 663,,, 48,, 413, 459, 221, 129, 213, 366, 185, 170,,,, 84,,,, 298,
 U18402, 80, 302, 80, 619, 62, 214, 49, 344, 199, 922, 365, 99,, 382, 529, 263, 182,, 277, 91,,,, 548, 177,, 315,, 87, 292
 U18403, 63, 44, 50, 77, 280, 80, 107,, 955,,, 74,, 222, 1676, 306, 257,, 305, 127,,,,, 326,,,,,
 U18405, 32, 43, 83, 179, 279, 883, 327, 979, 286,,, 129,, 156, 478, 138, 166,,, 212,, 2716,,,,,,, 95, 1020
 U18406, 103, 131, 108, 35, 283, 63, 159,, 2628,,, 722,, 79,, 1486, 234,, 122, 161, 1663, 1241,, 552, 4282, 1478, 87,, 837, 457
 U18407, 8, 36, 24, 48, 82, 47, 273, 289, 364, 973, 265, 23, 468, 61, 340, 16, 53, 1557, 172, 240, 808, 695,, 758, 334, 16, 777,, 731, 1552
 U18408, 28, 58, 48, 45, 66, 64, 74, 1064, 242, 266, 128, 24, 17, 40, 22, 76, 36, 88, 219, 67, 100, 494, 97, 153, 31, 25, 12, 122, 16, 23
 U18410, 11, 39, 60, 35, 171, 135, 341, 1256, 1729, 2716,, 36, 1891, 43, 488, 319, 61, 1489, 885, 77,,,,, 211,, 942,, 916, 2363
 U18411, 38, 49, 103, 169, 76, 216, 1004, 584, 552, 3177, 2100, 55, 1020, 263, 395, 255, 118, 466, 482, 163, 233, 562,, 757, 119, 919, 1927,, 173, 1067
 U18413, 20, 10, 233, 11, 76, 73, 12, 180, 18,,, 58, 14, 6,, 435, 13,, 16, 675,,,, 146, 100, 457,,, 31, 9
 U18414, 31, 72, 191, 61, 56, 312, 840,, 1533,,, 18,, 38, 800, 157, 69,, 1416, 428,,,, 1247, 240, 1492, 468,, 1363, 220
 U18415, 134, 57, 129, 180, 126, 151, 97,, 98,, 212, 27,, 223, 132, 60, 45, 599, 185, 50,,,, 196, 188,, 101,, 431,
 U18416, 456, 981, 1588, 874,, 243, 1180,, 1832,,, 345,, 1652,, 998, 432,,,,,,,, 137,,,,,
 U18417, 87, 72, 54, 463, 753, 2347, 1117, 233, 468,,, 376, 1635, 61, 236, 1057, 174,,, 2182,,,,, 4334,,,, 499,
 U18418, 48, 98, 124, 116, 108,, 293,,,,, 229,, 173, 339,, 400,,, 976,,,,,,,,,,
 U18419, 500, 129, 506, 129, 312, 146, 168, 893, 361,, 796, 950,, 240, 1528, 1262, 132,, 266, 239,,,,, 178,, 480,, 390, 282
 U18420, 200, 59, 179, 42,,,,,,,, 163,, 223,,, 435,,,,,,,,,,,,,
 U18421, 48, 69, 36, 102, 260, 160, 133, 1493, 258,, 708, 50, 854, 73, 676, 75, 100,, 127, 802,,,,, 232,, 453,,, 528
 U18424, 9, 65, 43, 68,, 2072, 189, 2272, 740, 821,, 263,, 63, 199, 391, 174, 2848, 2889, 415,,,, 4824, 240,, 907,, 597,
 U18425, 31, 37, 35, 20, 70, 74, 53, 98, 191, 80, 304, 17, 395, 34, 142, 23, 31,, 46, 36,, 97,, 130, 62,, 180,, 331, 385
 U18426, 267, 103, 63, 2412, 8987, 1981,, 691, 831,,, 104,, 366, 785,, 239,, 3343, 1571,,,,,,, 1155,,,
 U18427, 248, 977, 30, 207, 404, 73, 339,,,,, 133,, 49,,, 187,,, 285,,,,,,, 234,,,
 U18428, 37, 124, 42, 156, 309, 790, 396,, 277, 911,, 233, 813, 57, 391, 253, 178,, 112, 143, 607, 2172,,, 1919, 348, 1069,, 525, 314
 U18429, 107, 126, 80, 108, 1354, 1051, 652,, 966,,, 23,, 352,, 142, 103,,, 216,,,,, 336,,,,,
 U18433, 10, 37, 31, 80, 399, 177, 828,, 1581, 1483,, 19,, 82, 1872, 35, 74,, 1007, 1428,,,,, 87,,,,,
 U18435, 125, 143, 69, 300, 692, 240, 422, 979, 466,,, 546,, 489, 1028, 1863, 396,, 789, 399,,,,, 335,,,, 1024,
 U18436, 88, 55, 55, 114, 1076, 610, 186,, 378,,, 47,, 210, 847, 404, 117,, 438, 343,, 272,,, 259,,,,,
 U18438, 35, 93, 39, 60, 73, 270, 43, 1723, 772, 878, 792, 137,, 40, 656, 55, 52, 1013, 710, 119,,,,, 548,, 1106,,,
 U18439, 193, 531, 182, 103, 613, 64,, 74, 342, 420,, 119,, 1522,, 515, 60, 183,, 563,,,,, 987,,,,,
 U18440, 79, 176, 163, 193, 257, 561, 552,, 1554,,, 107,, 335, 185, 2216, 78,,, 420,,,,,,,,, 2048,
 U18441, 56, 142, 61, 202, 91, 434, 648, 1073, 576,, 679, 37, 2410, 62, 2206, 90, 65,, 2015, 375,,,,, 296,,,, 2852, 46
 U18443, 155, 29, 40, 52, 450, 456, 397,, 1343,, 335, 72,, 36, 131, 109, 163,, 368, 442,,,, 647, 1436,, 519,, 210, 1519
 U18444, 30, 223, 70, 577,,,,,,,, 66,, 189,,, 110,,,,,,,,,,,,,
 U18446, 20, 47, 40, 76, 1070, 169, 76, 206, 369,, 311, 127,, 204, 169, 578, 7,,, 208,,,, 503, 1758,, 685,, 275, 14
 U18447, 36, 65, 47, 391, 260, 427, 219,,,,, 555, 405, 265, 131, 1120, 431, 448,, 246,,,,, 1868,, 821,,,
 U18454, 77, 169, 83, 181, 626,, 143,,,,, 184, 34, 135, 258, 759, 139,,,,,,,, 256,, 209,,, 13
 U18455, 56, 76, 61, 84, 241,, 568,, 293, 146,, 37,, 67,, 207, 135,,, 69,,,,,,,,,,
 U18456, 113, 123, 182, 51, 270, 76, 1056, 584,, 524,, 126, 587, 447, 779, 167, 77,,, 19, 1061, 997,, 516, 583,,,, 796,
 U18457, 102, 41, 49, 66, 548, 121, 255,, 803,, 280, 142,, 74,, 91, 80,,, 303,,,,, 593,,,,,
 U18458, 54, 190, 35, 46, 129, 145, 91,, 434,, 247, 191, 409, 91, 303, 54, 90,, 152, 473,,,, 719, 216, 715, 134,,,
 U18459, 456,, 299,,,,,,,,, 87,, 147,,,,,,,,,,,,,,,,
 U18460, 108, 211, 76, 125, 216, 46, 141,, 192, 232, 138, 52,, 375, 142, 402, 198,, 601, 106,,,,, 107,, 891,, 264, 211
 U18461, 75, 271, 71, 192, 546,, 431, 1165, 643, 1285, 391, 198,, 69, 1007, 168, 263,, 256, 3428,,,,, 705,, 3192,,, 273
 U18464,,, 105 73, 84, 1150, 880, 234,, 878,, 168, 361, 478, 107, 1186, 3329, 128, 2625, 291, 712,,,,, 337,, 982,,, 366
 U18465, 68, 103, 787, 223,,,,,,,, 1236,, 557,,,,,,,,,,,,,,,,
 U18466, 54, 54, 221, 25, 196, 236, 285,, 686,, 2527, 257,, 113, 271, 168, 78, 1202, 177, 512,,,,, 1052,, 1809,, 537, 243
 U18468, 59, 328, 86, 90, 999, 564, 947,, 599, 1356, 1710, 415,, 593, 1217, 860, 89,, 1231, 1438,, 662,, 2621, 479, 632,,, 1736, 973
 U18469, 24, 46, 42, 58, 59, 45, 327,,,,, 56,, 66,, 114, 47,,, 184,,,,,,, 336,,, 282
 U18470, 115, 66, 206, 156, 121, 610, 295, 1229, 777,, 888, 149, 672, 859, 1117, 217, 73,, 935, 547,,,,, 453,,,, 1737, 2751
 U18471, 30, 41, 35, 110, 1384, 443, 236, 424, 132,,, 237,, 170, 1328, 198, 59,, 641, 268,,,,, 162,,,,,
 U18472, 93, 65, 53, 220, 2221, 428, 129, 2647, 281, 517,, 224,, 86, 281, 105, 2250,, 1526, 358,,,,, 609,, 388,, 234, 570
 U18474, 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18496, 31,, 40, 47,,, 33,,,,, 20,, 24,, 28, 80,,,,,,,,,,,,,
 U18500, 286, 51, 95, 387,,,,,,,, 18,, 78,, 93, 96,,,,,,,,,,,,,
 U18542, 112, 52, 64, 143,,, 512,,,,,,, 78,, 6154, 1143,,,,,,,,,,,,,
 U18545, 97, 86, 81, 102,,,,,,,, 89,, 60,, 187, 223,,,,,,,,,,,,,
 U18597, 19,, 40,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18613, 14, 118, 147, 64,,, 40,,,,, 74,, 85,, 492, 250,,,,,,,,,,,,,
 U18614, 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18615, 544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18636, 60, 104, 203, 64, 906, 549, 349,, 1179,,, 42,,,, 107, 106,, 370, 1180,,,,, 116,,,,,
 U18665, 85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18666, 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18668, 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18673, 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18692, 243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18693, 116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18730, 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18811, 44, 47, 131,,,,,,,,, 64,,,,,,,,,,,,,,,,,,
 U18839, 54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18842, 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U18879, 42, 138, 123,,,,,,,,, 32,,,,,,,,,,,,,,,,,,
 U18881, 29, 49, 57, 45,,,,,,,, 35,, 53,,,,,,,,,,,,,,,,
 U18886, 778, 928,,,,,,,,,, 516,, 22,,,,,,,,,,,,,,,,
 U18980, 1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19005, 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19279, 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19350, 43, 29, 43, 49,,,,,,,, 48,, 100,,, 39,,,,,,,,,,,,,
 U19411, 43, 101, 225, 297,,,,,,,, 48,,,, 1226,,,,,,,,,,,,,,
 U19415, 124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19416, 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19473, 143, 234, 211,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19481, 13787, 68, 278, 255,,,,,,,, 146,, 33,, 126, 145,,,,,,,,,,,,,
 U19521, 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19565, 184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19598, 4101,, 138,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19619, 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19643, 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19647, 14, 44, 54, 58,,, 463,,,,, 42,, 137,, 135, 53,,,,,,,,,,,,,
 U19651, 105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19806, 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19812, 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19814, 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19827, 29,, 47, 40,,,,,,,,,, 28,,, 49,,,,,,,,,,,,,
 U19860, 20, 127, 117, 76,,,,,,,, 80,, 125,,,,,,,,,,,,,,,,
 U19862, 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19912, 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19952, 119, 68, 102,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U19976, 96, 124, 114, 205, 1739, 484, 301,,,,, 163,, 64,, 87, 240,, 453, 724,,,,, 254,,,, 685,
 U20000, 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U20019, 524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U20021, 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U20061, 210, 38, 78, 78,,,,,,,, 43,, 76,, 127, 168,,,,,,,,,,,,,
 U20182, 29, 165, 138, 340,,,,,,,,,, 66,,,,,,,,,,,,,,,,
 U20278, 31, 90, 71, 60,,,,,,,, 39,, 62,,,,,,,,,,,,,,,,
 U20354, 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U20490, 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U20620, 71, 156, 461,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U20628, 53, 127, 103, 53, 624, 1066, 501,, 598,,, 102,, 86, 399, 232, 64,, 1247, 260,,,,, 1062,, 110,, 359, 1343
 U20665, 145,, 544,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U20688, 18, 39, 39, 23, 62, 53, 58, 90, 64, 203, 87, 18, 78, 15, 136, 39, 62, 236, 98, 36, 142, 308,, 120, 84, 195, 64,, 82, 204
 U20778, 328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U20791, 52, 106, 67, 65, 101, 527, 192,, 704,,, 16,, 85,, 23, 65,,, 157,,,,, 745,,,,,
 U20990, 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21075, 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21089, 212, 563, 1114,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21090, 139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21091, 133,, 990,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21092, 130, 434, 772,,,,,,,,,,, 55,,,,,,,,,,,,,,,,
 U21093, 50, 348, 1023, 150,,, 141,,,,, 435,, 19,,, 37,,,,,,,,,,,,,
 U21095, 135, 98, 747,,,,,,,,,,, 127,,,,,,,,,,,,,,,,
 U21097, 178, 562, 1097,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21098, 174, 510, 879,,,,,,,,,,, 96,,,,,,,,,,,,,,,,
 U21099, 353, 517, 1096,,,,,,,,,,, 108,,,,,,,,,,,,,,,,
 U21100, 168, 674, 838,,,,,,,,,,, 109,,,,,,,,,,,,,,,,
 U21101, 190, 511, 1117,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U21102, 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
